Prix,Année,BoiteàV,Carburant,kilometrage,Marque,Model,NBporte,Origine,Première main,Puissance fiscale,Etat,équipements
35 000 DH,1999,Manuelle,Essence,Plus de 500 000,Fiat,Palio,5,WW au Maroc,Non,6 CV,Bon,"[""Vitres \u00e9lectriques""]"
363 000 DH,2024,Automatique,Diesel,25 000 - 29 999,Cupra,Leon,5,WW au Maroc,Oui,8 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Toit ouvrant"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
123 000 DH,2014,Manuelle,Diesel,110 000 - 119 999,Peugeot,3008,5,WW au Maroc,Non,6 CV,Excellent,[]
50 000 DH,2008,Manuelle,Essence,200 000 - 249 999,Kia,Picanto,5,WW au Maroc,Non,6 CV,Très bon,"[""CD/MP3/Bluetooth"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""Vitres \u00e9lectriques"", ""ABS"", ""Climatisation"", ""Airbags""]"
207 000 DH,2019,Automatique,Diesel,120 000 - 129 999,Peugeot,3008,5,WW au Maroc,Oui,8 CV,Très bon,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""ESP"", ""Ordinateur de bord"", ""Vitres \u00e9lectriques"", ""ABS"", ""Jantes aluminium"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
289 000 DH,2016,Automatique,Diesel,140 000 - 149 999,Volvo,XC90,5,WW au Maroc,Oui,11 CV,Bon,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
220 000 DH,2016,Automatique,Diesel,140 000 - 149 999,Land Rover,Range Rover Evoque,5,WW au Maroc,8 CV,Très bon,,[]
52 000 DH,2005,Manuelle,Diesel,250 000 - 299 999,Seat,Ibiza,5,WW au Maroc,Non,9 CV,Très bon,"[""Climatisation"", ""Vitres \u00e9lectriques"", ""Airbags"", ""Jantes aluminium""]"
128 000 DH,2014,Manuelle,Diesel,15 000 - 19 999,Ford,Focus,5,WW au Maroc,Non,6 CV,ABS,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Jantes aluminium"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
256 000 DH,2023,Automatique,Diesel,20 000 - 24 999,Kia,Seltos,5,WW au Maroc,Oui,6 CV,Très bon,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
357 000 DH,2021,Automatique,Diesel,170 000 - 179 999,Volvo,XC60,5,WW au Maroc,Non,8 CV,Bon,"[""Syst\u00e8me de navigation/GPS"", ""Airbags"", ""Jantes aluminium"", ""Si\u00e8ges cuir""]"
100 000 DH,2019,Manuelle,Diesel,200 000 - 249 999,Fiat,Doblo,5,WW au Maroc,Oui,6 CV,Bon,[]
100 000 DH,2007,Automatique,Essence,160 000 - 169 999,Mercedes-Benz,Classe CLS,Importée neuve,Oui,20 CV,Excellent,ABS,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Toit ouvrant"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Vitres \u00e9lectriques"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
115 000 DH,2009,Automatique,Diesel,250 000 - 299 999,Mercedes-Benz,220,5,Dédouanée,Non,9 CV,Bon,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""ABS"", ""Jantes aluminium"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
115 000 DH,2008,Manuelle,Diesel,250 000 - 299 999,Mercedes-Benz,220,5,Dédouanée,Non,8 CV,Très bon,[]
147 000 DH,2017,Manuelle,Diesel,140 000 - 149 999,Hyundai,Elantra,5,WW au Maroc,Non,6 CV,Très bon,"[""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""Vitres \u00e9lectriques"", ""Climatisation"", ""Airbags""]"
73 000 DH,2010,Manuelle,Diesel,110 000 - 119 999,Opel,Insignia,5,WW au Maroc,Non,8 CV,Très bon,"[""CD/MP3/Bluetooth"", ""Syst\u00e8me de navigation/GPS"", ""Cam\u00e9ra de recul"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""Climatisation""]"
116 000 DH,2022,Manuelle,Essence,50 000 - 54 999,Kia,Picanto,5,WW au Maroc,Oui,6 CV,Excellent,[]
125 000 DH,2010,Automatique,Diesel,200 000 - 249 999,Nissan,Kubistar,5,WW au Maroc,Non,8 CV,Très bon,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Toit ouvrant"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
50 000 DH,2012,Manuelle,Essence,140 000 - 149 999,Suzuki,Celerio,5,WW au Maroc,Non,5 CV,Très bon,"[""CD/MP3/Bluetooth"", ""Radar de recul"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Vitres \u00e9lectriques"", ""ABS"", ""Airbags""]"
200 000 DH,2021,Manuelle,Diesel,120 000 - 129 999,Volkswagen,Caddy,WW au Maroc,Non,7 CV,Très bon,Airbags,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""Jantes aluminium"", ""Climatisation"", ""Limiteur de vitesse""]"
225 000 DH,2022,Automatique,Diesel,50 000 - 54 999,Citroen,C4,5,WW au Maroc,Oui,6 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Ordinateur de bord"", ""Vitres \u00e9lectriques"", ""ABS"", ""Jantes aluminium"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
92 000 DH,2018,Manuelle,Diesel,130 000 - 139 999,Fiat,Fiorino,5,WW au Maroc,Non,6 CV,Très bon,"[""CD/MP3/Bluetooth"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""Vitres \u00e9lectriques"", ""ABS"", ""Climatisation"", ""Airbags""]"
275 000 DH,2017,Automatique,Diesel,140 000 - 149 999,Audi,Q5,5,WW au Maroc,Non,8 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Toit ouvrant"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
67 000 DH,2006,Manuelle,Essence,180 000 - 189 999,Volkswagen,Golf 5,5,WW au Maroc,Oui,8 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
440 000 DH,2022,Automatique,Diesel,45 000 - 49 999,Volkswagen,Touareg,12 CV,Excellent,ABS,Airbags,CD/MP3/Bluetooth,"[""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Vitres \u00e9lectriques"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Ordinateur de bord""]"
270 000 DH,2024,Automatique,Hybride,50 000 - 54 999,Toyota,Corolla,10 CV,,,,,[]
118 000 DH,2014,Manuelle,Diesel,200 000 - 249 999,Ford,C-Max,5,WW au Maroc,Non,6 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Vitres \u00e9lectriques"", ""ABS"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
173 000 DH,2015,Automatique,Diesel,160 000 - 169 999,Volkswagen,Touareg,5,WW au Maroc,Non,12 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Ordinateur de bord"", ""Vitres \u00e9lectriques"", ""ABS"", ""Jantes aluminium"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
240 000 DH,2017,Automatique,Diesel,170 000 - 179 999,Jaguar,F-Pace,8 CV,Excellent,ABS,Airbags,CD/MP3/Bluetooth,"[""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Toit ouvrant"", ""Cam\u00e9ra de recul"", ""Vitres \u00e9lectriques"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Ordinateur de bord""]"
190 000 DH,2024,Manuelle,Diesel,0 - 4 999,Peugeot,208,5,WW au Maroc,Oui,6 CV,Excellent,[]
238 000 DH,2016,Automatique,Diesel,150 000 - 159 999,BMW,Série 5,5,WW au Maroc,Oui,8 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
132 500 DH,2020,Manuelle,Diesel,100 000 - 109 999,Dacia,Sandero,WW au Maroc,Oui,6 CV,Excellent,,[]
136 000 DH,2021,Manuelle,Diesel,80 000 - 84 999,Renault,Clio,5,WW au Maroc,Oui,6 CV,Très bon,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Vitres \u00e9lectriques"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
88 000 DH,2019,Manuelle,Essence,60 000 - 64 999,Citroen,C1,5,WW au Maroc,Oui,6 CV,Très bon,"[""CD/MP3/Bluetooth"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""Vitres \u00e9lectriques"", ""Airbags"", ""Climatisation"", ""Ordinateur de bord""]"
153 000 DH,2021,Manuelle,Diesel,60 000 - 64 999,Dacia,Lodgy,5,WW au Maroc,Oui,6 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""Toit ouvrant"", ""Ordinateur de bord"", ""Vitres \u00e9lectriques"", ""Jantes aluminium"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
180 000 DH,2012,Automatique,Essence,250 000 - 299 999,BMW,Série 5,5,Dédouanée,Non,10 CV,Excellent,[]
179 000 DH,2021,Manuelle,Diesel,65 000 - 69 999,Seat,Arona,5,WW au Maroc,Oui,6 CV,Très bon,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
72 000 DH,2015,Manuelle,Essence,130 000 - 139 999,Hyundai,i10,5,WW au Maroc,Non,6 CV,Très bon,"[""CD/MP3/Bluetooth"", ""Radar de recul"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Climatisation"", ""Airbags""]"
146 000 DH,2021,Manuelle,Diesel,100 000 - 109 999,Dacia,Dokker,5,WW au Maroc,Oui,6 CV,Très bon,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""ESP"", ""Ordinateur de bord"", ""Vitres \u00e9lectriques"", ""ABS"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
195 000 DH,2022,Automatique,Essence,55 000 - 59 999,Nissan,Juke,WW au Maroc,Oui,6 CV,ABS,Airbags,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Vitres \u00e9lectriques"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Ordinateur de bord""]"
720 000 DH,2023,Automatique,Hybride,15 000 - 19 999,Volvo,XC90,5,WW au Maroc,Oui,11 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Toit ouvrant"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
43 000 DH,2003,Manuelle,Essence,200 000 - 249 999,Opel,Corsa,5 CV,,,,,[]
45 000 DH,2007,Manuelle,Essence,85 000 - 89 999,Dacia,Logan,5,WW au Maroc,Non,8 CV,Bon,[]
68 000 DH,2007,Manuelle,Essence,120 000 - 129 999,Mini,Cooper,3,WW au Maroc,8 CV,Très bon,,[]
165 000 DH,2022,Manuelle,Diesel,70 000 - 74 999,Renault,Clio,5,WW au Maroc,Oui,6 CV,Excellent,[]
79 000 DH,2007,Automatique,Diesel,200 000 - 249 999,Volvo,XC90,WW au Maroc,Oui,10 CV,Très bon,ABS,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Ordinateur de bord"", ""Vitres \u00e9lectriques"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Airbags""]"
233 000 DH,2020,Automatique,Diesel,85 000 - 89 999,Skoda,Octavia,5,WW au Maroc,Oui,8 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Toit ouvrant"", ""Ordinateur de bord"", ""Vitres \u00e9lectriques"", ""ABS"", ""Jantes aluminium"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
70 000 DH,2002,Manuelle,Diesel,200 000 - 249 999,Renault,Clio,5,WW au Maroc,Non,7 CV,Très bon,"[""ESP"", ""ABS"", ""Airbags"", ""Vitres \u00e9lectriques""]"
78 000 DH,2011,Manuelle,Diesel,200 000 - 249 999,Citroen,C3,5,Non,6 CV,Excellent,,[]
138 000 DH,2013,Automatique,Diesel,190 000 - 199 999,Volkswagen,Touareg,5,WW au Maroc,12 CV,Excellent,ABS,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Vitres \u00e9lectriques"", ""Jantes aluminium"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
335 000 DH,2023,Automatique,Diesel,35 000 - 39 999,Hyundai,Tucson,5,WW au Maroc,Oui,6 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Toit ouvrant"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
46 000 DH,2008,Manuelle,Essence,120 000 - 129 999,Chevrolet,Optra,5,WW au Maroc,Non,8 CV,Excellent,"[""CD/MP3/Bluetooth"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""Vitres \u00e9lectriques"", ""ABS"", ""Airbags"", ""Climatisation"", ""Ordinateur de bord""]"
85 000 DH,2012,Manuelle,Diesel,250 000 - 299 999,Kia,Carens,5,WW au Maroc,Non,8 CV,Excellent,"[""CD/MP3/Bluetooth"", ""Radar de recul"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""Vitres \u00e9lectriques"", ""Jantes aluminium"", ""Climatisation"", ""Airbags""]"
230 000 DH,2020,Automatique,Diesel,200 000 - 249 999,Skoda,Octavia,5,WW au Maroc,Oui,8 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Vitres \u00e9lectriques"", ""Jantes aluminium"", ""Climatisation"", ""Limiteur de vitesse"", ""Ordinateur de bord""]"
20 000 DH,1987,Manuelle,Essence,250 000 - 299 999,Renault,R4,5,WW au Maroc,Non,6 CV,Très bon,[]
53 000 DH,2001,Manuelle,Diesel,0 - 4 999,Citroen,Berlingo,5,WW au Maroc,Non,7 CV,Très bon,"[""CD/MP3/Bluetooth"", ""Vitres \u00e9lectriques"", ""Airbags"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
107 500 DH,2017,Manuelle,Diesel,150 000 - 159 999,Peugeot,301,5,WW au Maroc,Non,6 CV,Très bon,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Cam\u00e9ra de recul"", ""Vitres \u00e9lectriques"", ""Airbags"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Ordinateur de bord""]"
270 000 DH,2018,Automatique,Diesel,200 000 - 249 999,Mercedes-Benz,Classe CLA,5,Dédouanée,Oui,7 CV,Excellent,"[""R\u00e9gulateur de vitesse"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Vitres \u00e9lectriques"", ""ABS"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
70 000 DH,2012,Manuelle,Essence,90 000 - 94 999,Hyundai,i10,5,WW au Maroc,Non,6 CV,Excellent,"[""Climatisation"", ""CD/MP3/Bluetooth"", ""Vitres \u00e9lectriques"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
424 000 DH,2021,Automatique,Diesel,110 000 - 119 999,BMW,Série 5,5,WW au Maroc,Oui,9 CV,Excellent,[]
420 000 DH,2022,Automatique,Diesel,80 000 - 84 999,BMW,Série 5,5,WW au Maroc,Oui,8 CV,Excellent,"[""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
445 000 DH,2022,Automatique,Diesel,45 000 - 49 999,Mercedes-Benz,Classe E,5,WW au Maroc,Oui,8 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
77 000 DH,2009,Manuelle,Diesel,250 000 - 299 999,Renault,Laguna,5,WW au Maroc,6 CV,Très bon,ABS,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Vitres \u00e9lectriques"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
256 000 DH,2020,Automatique,Diesel,65 000 - 69 999,Peugeot,3008,5,WW au Maroc,Oui,8 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Vitres \u00e9lectriques"", ""ABS"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Ordinateur de bord""]"
208 000 DH,2025,Manuelle,Diesel,0 - 4 999,Dacia,Lodgy,5,WW au Maroc,Oui,6 CV,Neuf,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
310 000 DH,2019,Automatique,Diesel,110 000 - 119 999,Audi,A5,5,WW au Maroc,Non,8 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
459 900 DH,2025,Automatique,Hybride,0 - 4 999,Nissan,Qashqai,5,WW au Maroc,Non,10 CV,Neuf,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Toit ouvrant"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Climatisation"", ""Airbags""]"
175 000 DH,2018,Manuelle,Diesel,5 000 - 9 999,Mitsubishi,L200,3,WW au Maroc,Non,10 CV,Excellent,"[""Syst\u00e8me de navigation/GPS"", ""CD/MP3/Bluetooth"", ""Radar de recul"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
139 998 DH,2022,Manuelle,Diesel,120 000 - 129 999,Dacia,Sandero,5,WW au Maroc,Non,6 CV,Très bon,[]
220 000 DH,2024,Manuelle,Diesel,20 000 - 24 999,Renault,Clio,5,WW au Maroc,Oui,6 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
340 000 DH,2017,Automatique,Diesel,180 000 - 189 999,BMW,Série 5,5,Importée neuve,Oui,12 CV,Excellent,[]
144 000 DH,2022,Manuelle,Diesel,110 000 - 119 999,Dacia,Logan,5,WW au Maroc,Non,6 CV,Très bon,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
128 000 DH,2022,Manuelle,Diesel,85 000 - 89 999,Dacia,Sandero,5,WW au Maroc,Non,6 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""ESP"", ""Ordinateur de bord"", ""Vitres \u00e9lectriques"", ""ABS"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
210 000 DH,2012,Automatique,Diesel,90 000 - 94 999,Mercedes-Benz,220,5,Importée neuve,Oui,9 CV,Neuf,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Toit ouvrant"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
