Prix,Année,BoiteàV,Carburant,kilometrage,Marque,Model,NBporte,Origine,Première main,Puissance fiscale,Etat,équipements
67 000 DH,2005,Manuelle,Essence,190 000 - 199 999,Renault,Scenic,5,WW au Maroc,Non,6 CV,Très bon,[]
210 000 DH,2015,Manuelle,Diesel,200 000 - 249 999,Audi,Q3,5,WW au Maroc,Oui,8 CV,Très bon,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Ordinateur de bord"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
219 999 DH,2020,Automatique,Diesel,85 000 - 89 999,Volkswagen,Golf 8,5,WW au Maroc,Oui,8 CV,Très bon,[]
35 000 DH,2010,Manuelle,Essence,160 000 - 169 999,Chery,A113,5,7 CV,,,,[]
400 000 DH,2019,Automatique,Diesel,160 000 - 169 999,Audi,Q5,5,WW au Maroc,Non,8 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Toit ouvrant"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
355 000 DH,2018,Automatique,Diesel,95 000 - 99 999,Mercedes-Benz,Classe GLE,5,WW au Maroc,9 CV,Excellent,ABS,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""ESP"", ""Vitres \u00e9lectriques"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
76 000 DH,2008,Manuelle,Diesel,25 000 - 29 999,Renault,Laguna,5,WW au Maroc,Non,6 CV,Très bon,[]
55 000 DH,2007,Manuelle,Diesel,0 - 4 999,Hyundai,Accent,5,WW au Maroc,Non,6 CV,Bon,"[""Ordinateur de bord"", ""Airbags"", ""Cam\u00e9ra de recul"", ""CD/MP3/Bluetooth"", ""Climatisation"", ""Vitres \u00e9lectriques"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
100 000 DH,2012,Manuelle,Diesel,200 000 - 249 999,Opel,Astra,5,WW au Maroc,Oui,7 CV,Très bon,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""CD/MP3/Bluetooth"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""ESP"", ""Vitres \u00e9lectriques"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
123 000 DH,2013,Manuelle,Diesel,130 000 - 139 999,Nissan,Juke,5,WW au Maroc,Non,6 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Ordinateur de bord"", ""CD/MP3/Bluetooth"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""ESP"", ""Vitres \u00e9lectriques"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
75 000 DH,2012,Manuelle,Diesel,190 000 - 199 999,Dacia,Sandero,5,WW au Maroc,Non,6 CV,Excellent,"[""Airbags"", ""Cam\u00e9ra de recul"", ""Vitres \u00e9lectriques"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
85 000 DH,2015,Manuelle,Diesel,110 000 - 119 999,Fiat,Doblo,5,WW au Maroc,Non,7 CV,Très bon,"[""Airbags"", ""CD/MP3/Bluetooth"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
168 000 DH,2022,Automatique,Essence,35 000 - 39 999,Renault,Clio,5,WW au Maroc,Non,8 CV,Très bon,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Ordinateur de bord"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
95 000 DH,2005,Manuelle,Diesel,180 000 - 189 999,Mercedes-Benz,Classe C,3,Dédouanée,Oui,9 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Ordinateur de bord"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""ESP"", ""Vitres \u00e9lectriques"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
48 000 DH,2006,Manuelle,Diesel,50 000 - 54 999,Citroen,C5,5,Dédouanée,Non,8 CV,Bon,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Airbags"", ""Toit ouvrant"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Vitres \u00e9lectriques"", ""ABS""]"
178 000 DH,2016,Automatique,Diesel,65 000 - 69 999,Nissan,Qashqai,5,WW au Maroc,Oui,6 CV,Bon,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Ordinateur de bord"", ""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""ESP"", ""Vitres \u00e9lectriques"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
210 000 DH,2016,Automatique,Diesel,100 000 - 109 999,Mercedes-Benz,Classe A,5,WW au Maroc,Non,6 CV,Très bon,[]
25 000 DH,2008,Manuelle,Essence,5 000 - 9 999,Chery,QQ,5,Pas encore dédouanée,Non,6 CV,Bon,"[""Climatisation"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
57 000 DH,2006,Manuelle,Diesel,190 000 - 199 999,Peugeot,206,5,WW au Maroc,Non,6 CV,Très bon,"[""Ordinateur de bord"", ""Jantes aluminium"", ""CD/MP3/Bluetooth"", ""Airbags"", ""Climatisation"", ""Vitres \u00e9lectriques"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
500 000 DH,2021,Automatique,Diesel,110 000 - 119 999,Volkswagen,Tiguan,5,Dédouanée,Oui,8 CV,Excellent,[]
113 000 DH,2018,Manuelle,Diesel,150 000 - 159 999,Renault,Clio,5,WW au Maroc,Non,6 CV,Très bon,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""ABS""]"
70 000 DH,2004,Manuelle,Diesel,450 000 - 499 999,Volkswagen,Passat,5,Importée neuve,Non,8 CV,Très bon,"[""Ordinateur de bord"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Airbags"", ""Climatisation"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
145 000 DH,2019,Automatique,Diesel,100 000 - 109 999,Volkswagen,Passat CC,5,Dédouanée,Oui,8 CV,Excellent,[]
92 000 DH,2013,Manuelle,Diesel,170 000 - 179 999,Renault,Clio,5,WW au Maroc,Non,6 CV,Excellent,"[""Ordinateur de bord"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
150 000 DH,2025,Automatique,Essence,0 - 4 999,Dacia,Logan,5,WW au Maroc,Oui,6 CV,Neuf,"[""Limiteur de vitesse"", ""CD/MP3/Bluetooth"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Vitres \u00e9lectriques""]"
84 000 DH,2009,Manuelle,Diesel,450 000 - 499 999,Skoda,Octavia,5,Non,8 CV,Très bon,Airbags,"[""Ordinateur de bord"", ""Jantes aluminium"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Climatisation"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
120 000 DH,2022,Manuelle,Diesel,35 000 - 39 999,Citroen,C-Elysée,5,WW au Maroc,Oui,6 CV,Très bon,"[""Airbags"", ""CD/MP3/Bluetooth"", ""Climatisation"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
75 000 DH,2007,Manuelle,Diesel,300 000 - 349 999,Opel,Astra,5,WW au Maroc,Non,7 CV,Très bon,"[""Limiteur de vitesse"", ""Airbags"", ""CD/MP3/Bluetooth"", ""Climatisation"", ""ABS"", ""Vitres \u00e9lectriques""]"
125 000 DH,2011,Automatique,Essence,130 000 - 139 999,BMW,Série 5,WW au Maroc,Oui,14 CV,Excellent,ABS,"[""Ordinateur de bord"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""ESP"", ""Vitres \u00e9lectriques"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
275 000 DH,2017,Automatique,Diesel,150 000 - 159 999,Volkswagen,Golf 7,5,Dédouanée,Oui,8 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Ordinateur de bord"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Airbags"", ""Toit ouvrant"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
153 000 DH,2015,Automatique,Diesel,170 000 - 179 999,Skoda,Octavia,5,WW au Maroc,Non,8 CV,Excellent,[]
143 000 DH,2016,Automatique,Diesel,95 000 - 99 999,Volvo,V40,5,WW au Maroc,Non,7 CV,Excellent,[]
40 000 DH,2008,Manuelle,Essence,170 000 - 179 999,Suzuki,Alto,5 CV,,,,,[]
58 000 DH,2003,Manuelle,Essence,30 000 - 34 999,Toyota,Corolla,5,8 CV,Très bon,ABS,Airbags,"[""Jantes aluminium"", ""Cam\u00e9ra de recul"", ""Climatisation"", ""Vitres \u00e9lectriques"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
179 000 DH,2015,Automatique,Diesel,140 000 - 149 999,Mercedes-Benz,Classe A,5,WW au Maroc,Oui,6 CV,Très bon,[]
62 000 DH,2006,Manuelle,Diesel,400 000 - 449 999,Toyota,Corolla Verso,5,WW au Maroc,Non,8 CV,Bon,"[""Jantes aluminium"", ""Si\u00e8ges cuir"", ""Airbags"", ""CD/MP3/Bluetooth"", ""Climatisation"", ""ABS"", ""Vitres \u00e9lectriques""]"
570 000 DH,2019,Automatique,Diesel,140 000 - 149 999,Audi,Q8,3,Dédouanée,Oui,12 CV,Excellent,[]
245 000 DH,2018,Automatique,Diesel,110 000 - 119 999,Audi,Q3,5,WW au Maroc,Oui,8 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Ordinateur de bord"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
138 000 DH,2016,Manuelle,Diesel,130 000 - 139 999,Peugeot,2008,5,WW au Maroc,Non,6 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""Ordinateur de bord"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""ESP"", ""Vitres \u00e9lectriques"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
150 000 DH,2015,Manuelle,Diesel,200 000 - 249 999,Ford,Kuga,5,WW au Maroc,Oui,8 CV,Très bon,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS""]"
179 000 DH,2019,Manuelle,Diesel,75 000 - 79 999,Honda,Civic,5,WW au Maroc,Non,6 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Ordinateur de bord"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
265 000 DH,2020,Automatique,Diesel,100 000 - 109 999,Hyundai,Tucson,Pas encore dédouanée,Oui,8 CV,Correct,,[]
400 000 DH,2019,Automatique,Essence,120 000 - 129 999,Porsche,Macan,5,WW au Maroc,Oui,11 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Toit ouvrant"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
215 000 DH,2020,Automatique,Diesel,300 000 - 349 999,Ford,Kuga,5,WW au Maroc,Oui,8 CV,Très bon,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
265 000 DH,2020,Automatique,Diesel,200 000 - 249 999,Volvo,XC60,5,WW au Maroc,Oui,8 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Toit ouvrant"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
52 000 DH,2001,Manuelle,Diesel,300 000 - 349 999,Renault,Megane,5,Non,7 CV,Bon,,[]
78 000 DH,2014,Manuelle,Diesel,130 000 - 139 999,Dacia,Sandero,5,WW au Maroc,Non,6 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Ordinateur de bord"", ""CD/MP3/Bluetooth"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
95 000 DH,2009,Manuelle,Diesel,85 000 - 89 999,Honda,CR-V,5,WW au Maroc,Non,9 CV,Très bon,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Ordinateur de bord"", ""CD/MP3/Bluetooth"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""ESP"", ""Vitres \u00e9lectriques"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
198 000 DH,2016,Automatique,Diesel,140 000 - 149 999,Volkswagen,Touareg,5,WW au Maroc,Oui,12 CV,Très bon,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""ESP"", ""Vitres \u00e9lectriques"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
154 998 DH,2020,Manuelle,Diesel,160 000 - 169 999,Citroen,Berlingo,5,WW au Maroc,6 CV,Excellent,,[]
110 000 DH,2015,Manuelle,Diesel,190 000 - 199 999,Opel,Astra,5,WW au Maroc,Oui,7 CV,Très bon,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Ordinateur de bord"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
320 000 DH,2021,Automatique,Diesel,15 000 - 19 999,Mercedes-Benz,Classe A,WW au Maroc,Non,8 CV,Très bon,,[]
85 000 DH,2016,Manuelle,Essence,120 000 - 129 999,Renault,Clio,WW au Maroc,Non,7 CV,Très bon,ABS,"[""Limiteur de vitesse"", ""Ordinateur de bord"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""ESP"", ""Vitres \u00e9lectriques""]"
163 000 DH,2014,Automatique,Diesel,170 000 - 179 999,Mercedes-Benz,Classe A,5,WW au Maroc,Non,7 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Vitres \u00e9lectriques""]"
230 000 DH,2018,Automatique,Diesel,150 000 - 159 999,Volkswagen,Tiguan,5,WW au Maroc,Oui,8 CV,Bon,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Ordinateur de bord"", ""CD/MP3/Bluetooth"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ABS""]"
73 000 DH,2007,Manuelle,Diesel,250 000 - 299 999,Renault,Scenic,5,WW au Maroc,Non,6 CV,Très bon,"[""Jantes aluminium"", ""Airbags"", ""Climatisation"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
178 000 DH,2017,Automatique,Diesel,190 000 - 199 999,Volkswagen,Caddy,5,WW au Maroc,Non,6 CV,Très bon,"[""Ordinateur de bord"", ""Jantes aluminium"", ""Airbags"", ""Climatisation"", ""ESP"", ""Vitres \u00e9lectriques"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
43 000 DH,2005,Manuelle,Essence,300 000 - 349 999,Kia,Picanto,5,Non,6 CV,Bon,Vitres électriques,[]
115 000 DH,2013,Manuelle,Diesel,160 000 - 169 999,Seat,Leon,5,WW au Maroc,6 CV,Excellent,ABS,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Ordinateur de bord"", ""CD/MP3/Bluetooth"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""ESP"", ""Vitres \u00e9lectriques"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
260 000 DH,2021,Automatique,Diesel,60 000 - 64 999,Renault,Megane,5,WW au Maroc,Non,6 CV,ABS,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Ordinateur de bord"", ""Airbags"", ""Cam\u00e9ra de recul"", ""Toit ouvrant"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""ESP"", ""Vitres \u00e9lectriques"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
280 000 DH,2019,Automatique,Diesel,85 000 - 89 999,Seat,Ateca,5,WW au Maroc,Oui,8 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Airbags"", ""Toit ouvrant"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Vitres \u00e9lectriques"", ""ABS""]"
185 000 DH,2020,Manuelle,Diesel,65 000 - 69 999,Dacia,Duster,5,WW au Maroc,Oui,6 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Ordinateur de bord"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
32 000 DH,1990,Manuelle,Essence,0 - 4 999,Suzuki,Dzire,3,WW au Maroc,Non,6 CV,Excellent,"[""Limiteur de vitesse""]"
195 000 DH,2017,Manuelle,Diesel,150 000 - 159 999,Peugeot,3008,8 CV,Bon,ABS,Airbags,CD/MP3/Bluetooth,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""Ordinateur de bord"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""ESP"", ""Vitres \u00e9lectriques"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
230 000 DH,2016,Automatique,Diesel,160 000 - 169 999,BMW,Série 5,5,WW au Maroc,Non,8 CV,Très bon,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Ordinateur de bord"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
110 000 DH,2016,Manuelle,Diesel,140 000 - 149 999,Renault,Kangoo,5,WW au Maroc,Non,6 CV,Bon,[]
80 000 DH,2010,Automatique,Diesel,200 000 - 249 999,Jeep,Grand Cherokee,11 CV,,,,,[]
105 000 DH,2011,Manuelle,Diesel,190 000 - 199 999,Dacia,Duster,5,WW au Maroc,Oui,6 CV,Très bon,[]
320 000 DH,2024,Automatique,Diesel,50 000 - 54 999,Peugeot,5008,5,WW au Maroc,Oui,6 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Ordinateur de bord"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
130 000 DH,2023,Automatique,Essence,50 000 - 54 999,Fiat,Tipo,5,WW au Maroc,Non,9 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""CD/MP3/Bluetooth"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""ESP"", ""Vitres \u00e9lectriques"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
90 000 DH,2008,Manuelle,Essence,150 000 - 159 999,Mini,Cooper,8 CV,Très bon,,,,[]
128 000 DH,2022,Manuelle,Diesel,95 000 - 99 999,Dacia,Lodgy,5,WW au Maroc,Oui,6 CV,Bon,[]
219 999 DH,2021,Automatique,Diesel,30 000 - 34 999,Fiat,500X,5,WW au Maroc,Oui,6 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Toit ouvrant"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
365 000 DH,2023,Automatique,Hybride,20 000 - 24 999,Toyota,RAV 4,5,WW au Maroc,Oui,12 CV,Bon,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Toit ouvrant"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
98 000 DH,2007,Automatique,Diesel,200 000 - 249 999,Audi,Q7,5,WW au Maroc,Non,12 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
47 000 DH,2008,Manuelle,Essence,95 000 - 99 999,Peugeot,206,5,WW au Maroc,Non,6 CV,Bon,"[""Si\u00e8ges cuir"", ""Airbags"", ""CD/MP3/Bluetooth"", ""Vitres \u00e9lectriques"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
115 000 DH,2015,Manuelle,Diesel,110 000 - 119 999,Renault,Clio,5,WW au Maroc,Non,6 CV,Très bon,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Ordinateur de bord"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Airbags"", ""Toit ouvrant"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
65 000 DH,2013,Manuelle,Diesel,60 000 - 64 999,Renault,Kangoo,WW au Maroc,Oui,6 CV,Bon,,[]
285 000 DH,2018,Automatique,Diesel,95 000 - 99 999,BMW,X5,5,WW au Maroc,Non,8 CV,Bon,[]
479 000 DH,2017,Automatique,Diesel,120 000 - 129 999,Mercedes-Benz,Classe E,3,Importée neuve,Non,8 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Airbags"", ""Toit ouvrant"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
